
EMPRESA NACIONAL DE MINERIA (ENM) PRODUCTOR          PACKING LIST                             PAG.  :   1
NATIONAL MINING COMPANY                       CODIGO DE LOTE   : E-11330                      FECHA :28/05/2019
                                              -----------------------------
FLUJO        : 
DESCRIPCION  : CATODOS GRADO A
N° INSTR. DE EMBARQUE : 25277
CLIENTE      : NORDIC BEIJING
Lote Sipa    : 19050441

----------------------------------------------------------------------------------------------------------------------------- 
MARCA       DESCRIPCION         PESO NETO      PESO BRUTO     GRUPO     UNIDADES       UBICACION         SERIE                
-----------------------------------------------------------------------------------------------------------------------------

V1NE    V FRANJA NEGRA            2,166           2,167         27         20                           E-11330
V1NE    V FRANJA NEGRA            2,182           2,183         27         20                           E-11331
V1NE    V FRANJA NEGRA            2,279           2,280         27         20                           E-11332
V1NE    V FRANJA NEGRA            2,283           2,284         27         20                           E-11333
V1NE    V FRANJA NEGRA            2,122           2,123         27         20                           E-11334
V1NE    V FRANJA NEGRA            2,283           2,284         27         20                           E-11335
V1NE    V FRANJA NEGRA            2,277           2,278         27         20                           E-11336
V1NE    V FRANJA NEGRA            2,277           2,278         27         20                           E-11337
V1NE    V FRANJA NEGRA            2,222           2,223         27         20                           E-11338
V1NE    V FRANJA NEGRA            2,189           2,190         27         20                           E-11339
V1NE    V FRANJA NEGRA            2,409           2,410         27         20                           E-11340
V1NE    V FRANJA NEGRA            2,189           2,190         27         20                           E-11341
V1NE    V FRANJA NEGRA            2,167           2,168         27         20                           E-11342
V1NE    V FRANJA NEGRA            2,309           2,310         27         20                           E-11343
V1NE    V FRANJA NEGRA            2,203           2,204         27         20                           E-11344
V1NE    V FRANJA NEGRA            2,364           2,365         27         20                           E-11345
V1NE    V FRANJA NEGRA            2,320           2,321         27         20                           E-11346
V1NE    V FRANJA NEGRA            2,272           2,273         27         20                           E-11347
V1NE    V FRANJA NEGRA            2,278           2,279         27         20                           E-11348
V1NE    V FRANJA NEGRA            1,972           1,973         27         20                           E-11349
V1NE    V FRANJA NEGRA            2,324           2,325         27         20                           E-11350
V1NE    V FRANJA NEGRA            2,399           2,400         27         20                           E-11351
V1NE    V FRANJA NEGRA            2,327           2,328         27         20                           E-11352
V1NE    V FRANJA NEGRA            2,336           2,337         27         20                           E-11353
V1NE    V FRANJA NEGRA            2,379           2,380         27         20                           E-11354
V1NE    V FRANJA NEGRA            2,273           2,274         27         20                           E-11355
V1NE    V FRANJA NEGRA            2,354           2,355         27         20                           E-11356
V1NE    V FRANJA NEGRA            2,221           2,222         27         20                           E-11357
V1NE    V FRANJA NEGRA            2,381           2,382         27         20                           E-11358
V1NE    V FRANJA NEGRA            2,362           2,363         27         20                           E-11359
V1NE    V FRANJA NEGRA            2,282           2,283         27         20                           E-11360
V1NE    V FRANJA NEGRA            2,240           2,241         27         20                           E-11361
V1NE    V FRANJA NEGRA            2,362           2,363         27         20                           E-11362
V1NE    V FRANJA NEGRA            2,191           2,192         27         20                           E-11363
V1NE    V FRANJA NEGRA            2,069           2,070         27         20                           E-11364
V1NE    V FRANJA NEGRA            2,390           2,391         27         20                           E-11365
V1NE    V FRANJA NEGRA            2,144           2,145         27         20                           E-11366
V1NE    V FRANJA NEGRA            2,151           2,152         27         20                           E-11367
V1NE    V FRANJA NEGRA            2,293           2,294         27         20                           E-11368
V1NE    V FRANJA NEGRA            2,294           2,295         27         20                           E-11369
V1NE    V FRANJA NEGRA            2,095           2,096         27         20                           E-11370
V1NE    V FRANJA NEGRA            2,403           2,404         27         20                           E-11371
V1NE    V FRANJA NEGRA            2,294           2,295         27         20                           E-11372
V1NE    V FRANJA NEGRA            2,346           2,347         27         20                           E-11373


------------------------------------------------------------------------------------------------------------------------
T.SUB-LOTES              TOT.PAQUETES =44      TOT.UNID. = 880   T/P NETO (kg) = 99,673      T/P BRUTO (kg) = 99,717
------------------------------------------------------------------------------------------------------------------------
