
EMPRESA NACIONAL DE MINERIA (ENM) PRODUCTOR          PACKING LIST                             PAG.  :   1
NATIONAL MINING COMPANY                       CODIGO DE LOTE   : E-2321                      FECHA :14/07/2022
                                              -----------------------------
FLUJO        : 
DESCRIPCION  : CATODOS EW DELTA
N° INSTR. DE EMBARQUE : 27441
CLIENTE      : MAERSK SHAMS
Lote Sipa    : 22050168

----------------------------------------------------------------------------------------------------------------------------- 
MARCA       DESCRIPCION         PESO NETO      PESO BRUTO     GRUPO     UNIDADES       UBICACION         SERIE                
-----------------------------------------------------------------------------------------------------------------------------

01BL    FRANJA BLANCA             1,995           1,996                    55                           E-2321 
01BL    FRANJA BLANCA             2,001           2,002                    52                           E-2322 
01BL    FRANJA BLANCA             2,005           2,006                    50                           E-2323 
01BL    FRANJA BLANCA             1,994           1,995                    48                           E-2324 
01BL    FRANJA BLANCA             2,011           2,012                    52                           E-2325 
01BL    FRANJA BLANCA             2,001           2,002                    50                           E-2326 
01BL    FRANJA BLANCA             1,998           1,999                    52                           E-2327 
01BL    FRANJA BLANCA             1,992           1,993                    53                           E-2328 
01BL    FRANJA BLANCA             2,014           2,015                    54                           E-2329 
01BL    FRANJA BLANCA             1,994           1,995                    54                           E-2330 
01BL    FRANJA BLANCA             2,003           2,004                    50                           E-2331 
01BL    FRANJA BLANCA             1,967           1,968                    49                           E-2332 
01BL    FRANJA BLANCA             2,013           2,014                    50                           E-2333 
01BL    FRANJA BLANCA             2,014           2,015                    50                           E-2334 
01BL    FRANJA BLANCA             1,981           1,982                    51                           E-2336 
01BL    FRANJA BLANCA             1,997           1,998                    51                           E-2337 
01BL    FRANJA BLANCA             1,990           1,991                    52                           E-2338 
01BL    FRANJA BLANCA             1,965           1,966                    49                           E-2339 
01BL    FRANJA BLANCA             2,022           2,023                    51                           E-2340 
01BL    FRANJA BLANCA             1,966           1,967                    49                           E-2341 
01BL    FRANJA BLANCA             1,999           2,000                    51                           E-2342 
01BL    FRANJA BLANCA             1,972           1,973                    47                           E-2343 
01BL    FRANJA BLANCA             1,977           1,978                    51                           E-2344 
01BL    FRANJA BLANCA             1,972           1,973                    49                           E-2345 
01BL    FRANJA BLANCA             1,965           1,966                    50                           E-2346 
01BL    FRANJA BLANCA             1,981           1,982                    50                           E-2347 
01BL    FRANJA BLANCA             2,002           2,003                    52                           E-2348 
01BL    FRANJA BLANCA             2,000           2,001                    52                           E-2349 
01BL    FRANJA BLANCA             2,018           2,019                    44                           E-2366 
01BL    FRANJA BLANCA             2,007           2,008                    49                           E-2367 
01BL    FRANJA BLANCA             2,003           2,004                    48                           E-2368 
01BL    FRANJA BLANCA             1,973           1,974                    47                           E-2369 
01BL    FRANJA BLANCA             2,032           2,033                    45                           E-2370 
01BL    FRANJA BLANCA             1,989           1,990                    47                           E-2371 
01BL    FRANJA BLANCA             2,004           2,005                    47                           E-2372 
01BL    FRANJA BLANCA             2,014           2,015                    47                           E-2373 
01BL    FRANJA BLANCA             2,004           2,005                    47                           E-2374 
01BL    FRANJA BLANCA             1,992           1,993                    49                           E-2375 
01BL    FRANJA BLANCA             2,008           2,009                    45                           E-2376 
01BL    FRANJA BLANCA             2,013           2,014                    46                           E-2377 
01BL    FRANJA BLANCA             2,004           2,005                    46                           E-2378 
01BL    FRANJA BLANCA             1,988           1,989                    46                           E-2379 


------------------------------------------------------------------------------------------------------------------------
T.SUB-LOTES              TOT.PAQUETES =42      TOT.UNID. = 2077   T/P NETO (kg) = 83,840      T/P BRUTO (kg) = 83,882
------------------------------------------------------------------------------------------------------------------------
