
EMPRESA NACIONAL DE MINERIA (ENM) PRODUCTOR          PACKING LIST                             PAG.  :   1
NATIONAL MINING COMPANY                       CODIGO DE LOTE   : E-9509                      FECHA :29/05/2023
                                              -----------------------------
FLUJO        : 
DESCRIPCION  : CATODOS GRADO A
N° INSTR. DE EMBARQUE : 27947
CLIENTE      : AMSTERDAM EXPRESS
Lote Sipa    : 

----------------------------------------------------------------------------------------------------------------------------- 
MARCA       DESCRIPCION         PESO NETO      PESO BRUTO     GRUPO     UNIDADES       UBICACION         SERIE                
-----------------------------------------------------------------------------------------------------------------------------

V1AM    V FRANJA AMARILLA         2,383           2,384         03         20                           E-9509 
V1AM    V FRANJA AMARILLA         2,523           2,524         03         20                           E-9510 
V1AM    V FRANJA AMARILLA         2,528           2,529         03         20                           E-9511 
V1AM    V FRANJA AMARILLA         2,497           2,498         03         20                           E-9512 
V1AM    V FRANJA AMARILLA         2,525           2,526         03         20                           E-9513 
V1AM    V FRANJA AMARILLA         2,349           2,350         03         20                           E-9514 
V1AM    V FRANJA AMARILLA         2,451           2,452         03         20                           E-9515 
V1AM    V FRANJA AMARILLA         2,407           2,408         03         20                           E-9516 
V1AM    V FRANJA AMARILLA         2,437           2,438         03         20                           E-9517 
V1AM    V FRANJA AMARILLA         2,359           2,360         11         20                           E-9518 
V1AM    V FRANJA AMARILLA         2,395           2,396         11         20                           E-9519 
V1AM    V FRANJA AMARILLA         2,559           2,560         11         20                           E-9520 
V1AM    V FRANJA AMARILLA         2,437           2,438         11         20                           E-9521 
V1AM    V FRANJA AMARILLA         2,501           2,502         03         20                           E-9522 
V1AM    V FRANJA AMARILLA         2,567           2,568         03         20                           E-9523 
V1AM    V FRANJA AMARILLA         2,477           2,478         03         20                           E-9524 
V1AM    V FRANJA AMARILLA         2,478           2,479         03         20                           E-9525 
V1AM    V FRANJA AMARILLA         2,531           2,532         03         20                           E-9526 
V1AM    V FRANJA AMARILLA         2,471           2,472         03         20                           E-9527 
V1AM    V FRANJA AMARILLA         2,485           2,486         03         20                           E-9528 
V1AM    V FRANJA AMARILLA         2,548           2,549         03         20                           E-9529 
V1AM    V FRANJA AMARILLA         2,412           2,413         03         20                           E-9530 
V1AM    V FRANJA AMARILLA         2,483           2,484         03         20                           E-9531 
V1AM    V FRANJA AMARILLA         2,475           2,476         03         20                           E-9532 
V1AM    V FRANJA AMARILLA         2,529           2,530         03         20                           E-9533 
V1AM    V FRANJA AMARILLA         2,405           2,406         03         20                           E-9534 
V1AM    V FRANJA AMARILLA         2,441           2,442         03         20                           E-9535 
V1AM    V FRANJA AMARILLA         2,390           2,391         03         20                           E-9536 
V1AM    V FRANJA AMARILLA         2,405           2,406         03         20                           E-9537 
V1AM    V FRANJA AMARILLA         2,480           2,481         03         20                           E-9538 
V1AM    V FRANJA AMARILLA         2,543           2,544         03         20                           E-9539 
V1AM    V FRANJA AMARILLA         2,511           2,512         03         20                           E-9540 
V1AM    V FRANJA AMARILLA         2,589           2,590         11         20                           E-9541 
V1AM    V FRANJA AMARILLA         2,299           2,300         23         20                           E-9542 
V1AM    V FRANJA AMARILLA         2,305           2,306         30         20                           E-9543 
V1AM    V FRANJA AMARILLA         2,153           2,154         34         20                           E-9544 
V1AM    V FRANJA AMARILLA         2,326           2,327         30         20                           E-9545 
V1AM    V FRANJA AMARILLA         2,285           2,286         30         20                           E-9546 
V1AM    V FRANJA AMARILLA         2,349           2,350         30         20                           E-9547 
V1AM    V FRANJA AMARILLA         2,307           2,308         30         20                           E-9548 
V1AM    V FRANJA AMARILLA         2,365           2,366         30         20                           E-9549 


------------------------------------------------------------------------------------------------------------------------
T.SUB-LOTES              TOT.PAQUETES =41      TOT.UNID. = 820   T/P NETO (kg) = 99,960      T/P BRUTO (kg) = 100,001
------------------------------------------------------------------------------------------------------------------------
