
EMPRESA NACIONAL DE MINERIA (ENM) PRODUCTOR          PACKING LIST                             PAG.  :   1
NATIONAL MINING COMPANY                       CODIGO DE LOTE   : E-11305                      FECHA :06/06/2019
                                              -----------------------------
FLUJO        : 
DESCRIPCION  : CATODOS GRADO A
N° INSTR. DE EMBARQUE : 25298
CLIENTE      : NORDIC BEIJING
Lote Sipa    : 19050441

----------------------------------------------------------------------------------------------------------------------------- 
MARCA       DESCRIPCION         PESO NETO      PESO BRUTO     GRUPO     UNIDADES       UBICACION         SERIE                
-----------------------------------------------------------------------------------------------------------------------------

X1CE    EQUIS FRANJA CELESTE      2,395           2,396         40         20                           E-11305
X1CE    EQUIS FRANJA CELESTE      2,330           2,331         40         20                           E-11306
X1CE    EQUIS FRANJA CELESTE      2,381           2,382         40         20                           E-11307
X1CE    EQUIS FRANJA CELESTE      2,491           2,492         40         20                           E-11308
X1CE    EQUIS FRANJA CELESTE      2,338           2,339         27         20                           E-11309
X1CE    EQUIS FRANJA CELESTE      2,110           2,111         27         20                           E-11310
X1CE    EQUIS FRANJA CELESTE      2,191           2,192         27         20                           E-11311
X1CE    EQUIS FRANJA CELESTE      1,968           1,969         27         20                           E-11312
X1CE    EQUIS FRANJA CELESTE      1,998           1,999         27         20                           E-11313
X1CE    EQUIS FRANJA CELESTE      2,280           2,281         27         20                           E-11314
X1CE    EQUIS FRANJA CELESTE      2,301           2,302         27         20                           E-11315
X1CE    EQUIS FRANJA CELESTE      2,034           2,035         27         20                           E-11316
X1CE    EQUIS FRANJA CELESTE      2,052           2,053         27         20                           E-11317
X1CE    EQUIS FRANJA CELESTE      2,359           2,360         27         20                           E-11318
X1CE    EQUIS FRANJA CELESTE      2,379           2,380         27         20                           E-11319
X1CE    EQUIS FRANJA CELESTE      2,312           2,313         27         20                           E-11320
X1CE    EQUIS FRANJA CELESTE      2,292           2,293         27         20                           E-11321
X1CE    EQUIS FRANJA CELESTE      2,374           2,375         27         20                           E-11322
X1CE    EQUIS FRANJA CELESTE      2,302           2,303         27         20                           E-11323
X1CE    EQUIS FRANJA CELESTE      2,367           2,368         27         20                           E-11324
X1CE    EQUIS FRANJA CELESTE      2,338           2,339         27         20                           E-11325
X1CE    EQUIS FRANJA CELESTE      2,314           2,315         27         20                           E-11326


------------------------------------------------------------------------------------------------------------------------
T.SUB-LOTES              TOT.PAQUETES =22      TOT.UNID. = 440   T/P NETO (kg) = 49,906      T/P BRUTO (kg) = 49,928
------------------------------------------------------------------------------------------------------------------------
