
EMPRESA NACIONAL DE MINERIA (ENM) PRODUCTOR          PACKING LIST                             PAG.  :   1
NATIONAL MINING COMPANY                       CODIGO DE LOTE   : E-12932                      FECHA :02/06/2020
                                              -----------------------------
FLUJO        : 
DESCRIPCION  : CATODOS GRADO A
N° INSTR. DE EMBARQUE : 25934
CLIENTE      : ANTOFAGASTA EXPRESS
Lote Sipa    : 

----------------------------------------------------------------------------------------------------------------------------- 
MARCA       DESCRIPCION         PESO NETO      PESO BRUTO     GRUPO     UNIDADES       UBICACION         SERIE                
-----------------------------------------------------------------------------------------------------------------------------

X0BL    EQUIS BLANCA              2,486           2,487         15         20                           E-12932
X0BL    EQUIS BLANCA              2,512           2,513         15         20                           E-12933
X0BL    EQUIS BLANCA              2,359           2,360         39         20                           E-12934
X0BL    EQUIS BLANCA              2,391           2,392         39         20                           E-12935
X0BL    EQUIS BLANCA              2,393           2,394         05         20                           E-12936
X0BL    EQUIS BLANCA              2,375           2,376         15         20                           E-12937
X0BL    EQUIS BLANCA              2,499           2,500         15         20                           E-12938
X0BL    EQUIS BLANCA              2,341           2,342         15         20                           E-12939
X0BL    EQUIS BLANCA              2,381           2,382         15         20                           E-12940
X0BL    EQUIS BLANCA              2,351           2,352         15         20                           E-12941
X0BL    EQUIS BLANCA              2,523           2,524         05         20                           E-12942
X0BL    EQUIS BLANCA              2,487           2,488         39         20                           E-12943
X0BL    EQUIS BLANCA              2,382           2,383         39         20                           E-12944
X0BL    EQUIS BLANCA              2,445           2,446         39         20                           E-12945
X0BL    EQUIS BLANCA              2,355           2,356         05         20                           E-12946
X0BL    EQUIS BLANCA              2,372           2,373         05         20                           E-12947
X0BL    EQUIS BLANCA              2,365           2,366         39         20                           E-12948
X0BL    EQUIS BLANCA              2,239           2,240         05         20                           E-12949
X0BL    EQUIS BLANCA              2,075           2,076         39         20                           E-12950
X0BL    EQUIS BLANCA              2,363           2,364         39         20                           E-12951
X0BL    EQUIS BLANCA              2,385           2,386         05         20                           E-12952
X0BL    EQUIS BLANCA              2,258           2,259         05         20                           E-12953
X0BL    EQUIS BLANCA              2,415           2,416         39         20                           E-12954
X0BL    EQUIS BLANCA              2,350           2,351         39         20                           E-12955
X0BL    EQUIS BLANCA              2,501           2,502         05         20                           E-12956
X0BL    EQUIS BLANCA              2,591           2,592         39         20                           E-12957
X0BL    EQUIS BLANCA              2,226           2,227         39         20                           E-12958
X0BL    EQUIS BLANCA              2,488           2,489         39         20                           E-12959
X0BL    EQUIS BLANCA              2,348           2,349         26         20                           E-12960
X0BL    EQUIS BLANCA              2,544           2,545         20         20                           E-12961
X0BL    EQUIS BLANCA              2,354           2,355         05         20                           E-12962
X0BL    EQUIS BLANCA              2,332           2,333         39         20                           E-12963
X0BL    EQUIS BLANCA              2,464           2,465         20         20                           E-12964
X0BL    EQUIS BLANCA              2,376           2,377         05         20                           E-12965
X0BL    EQUIS BLANCA              2,376           2,377         39         20                           E-12966
X0BL    EQUIS BLANCA              2,193           2,194         39         20                           E-12967
X0BL    EQUIS BLANCA              2,329           2,330         39         20                           E-12968
X0BL    EQUIS BLANCA              2,301           2,302         39         20                           E-12969
X0BL    EQUIS BLANCA              2,584           2,585         39         20                           E-12970
X0BL    EQUIS BLANCA              2,267           2,268         39         20                           E-12971
X0BL    EQUIS BLANCA              2,147           2,148         43         20                           E-12972
X0BL    EQUIS BLANCA              2,475           2,476         43         20                           E-12973


------------------------------------------------------------------------------------------------------------------------
T.SUB-LOTES              TOT.PAQUETES =42      TOT.UNID. = 840   T/P NETO (kg) = 99,998      T/P BRUTO (kg) = 100,040
------------------------------------------------------------------------------------------------------------------------
