
EMPRESA NACIONAL DE MINERIA (ENM) PRODUCTOR          PACKING LIST                             PAG.  :   1
NATIONAL MINING COMPANY                       CODIGO DE LOTE   : E-4654                      FECHA :03/05/2022
                                              -----------------------------
FLUJO        : 
DESCRIPCION  : CATODOS GRADO A
N° INSTR. DE EMBARQUE : 62794
CLIENTE      : 
Lote Sipa    : 

----------------------------------------------------------------------------------------------------------------------------- 
MARCA       DESCRIPCION         PESO NETO      PESO BRUTO     GRUPO     UNIDADES       UBICACION         SERIE                
-----------------------------------------------------------------------------------------------------------------------------

X0VE    EQUIS VERDE               2,430           2,431         48         20                           E-4654 
X0VE    EQUIS VERDE               2,407           2,408         48         20                           E-4655 
X0VE    EQUIS VERDE               2,492           2,493         48         20                           E-4656 
X0VE    EQUIS VERDE               2,577           2,578         27         20                           E-4657 
X0VE    EQUIS VERDE               2,518           2,519         27         20                           E-4658 
X0VE    EQUIS VERDE               2,452           2,453         27         20                           E-4659 
X0VE    EQUIS VERDE               2,547           2,548         27         20                           E-4660 
X0VE    EQUIS VERDE               2,055           2,056         48         20                           E-4661 
X0VE    EQUIS VERDE               2,265           2,266         48         20                           E-4662 
X0VE    EQUIS VERDE               2,299           2,300         48         20                           E-4663 
X0VE    EQUIS VERDE               2,455           2,456         48         20                           E-4664 
X0VE    EQUIS VERDE               2,139           2,140         11         20                           E-4665 
X0VE    EQUIS VERDE               2,415           2,416         37         20                           E-4666 
X0VE    EQUIS VERDE               2,369           2,370         48         20                           E-4667 
X0VE    EQUIS VERDE               2,513           2,514         27         20                           E-4668 
X0VE    EQUIS VERDE               2,449           2,450         27         20                           E-4669 
X0VE    EQUIS VERDE               1,942           1,943         37         20                           E-4670 
X0VE    EQUIS VERDE               2,167           2,168         11         20                           E-4671 
X0VE    EQUIS VERDE               2,009           2,010         27         20                           E-4672 
X0VE    EQUIS VERDE               2,513           2,514         23         20                           E-4673 
X0VE    EQUIS VERDE               2,423           2,424         27         20                           E-4674 
X0VE    EQUIS VERDE               2,141           2,142         27         20                           E-4675 
X0VE    EQUIS VERDE               2,465           2,466         11         20                           E-4676 
X0VE    EQUIS VERDE               2,433           2,434         27         20                           E-4677 
X0VE    EQUIS VERDE               2,355           2,356         23         20                           E-4678 
X0VE    EQUIS VERDE               2,446           2,447         27         20                           E-4679 
X0VE    EQUIS VERDE               1,961           1,962         27         20                           E-4680 
X0VE    EQUIS VERDE               2,413           2,414         11         20                           E-4681 
X0VE    EQUIS VERDE               2,453           2,454         23         20                           E-4682 
X0VE    EQUIS VERDE               2,460           2,461         27         20                           E-4683 
X0VE    EQUIS VERDE               2,421           2,422         11         20                           E-4684 
X0VE    EQUIS VERDE               2,380           2,381         23         20                           E-4685 
X0VE    EQUIS VERDE               2,357           2,358         23         20                           E-4686 
X0VE    EQUIS VERDE               2,447           2,448         11         20                           E-4687 
X0VE    EQUIS VERDE               2,469           2,470         11         20                           E-4688 
X0VE    EQUIS VERDE               2,455           2,456         23         20                           E-4689 
X0VE    EQUIS VERDE               2,498           2,499         23         20                           E-4690 
X0VE    EQUIS VERDE               2,443           2,444         23         20                           E-4691 
X0VE    EQUIS VERDE               2,469           2,470         27         20                           E-4692 
X0VE    EQUIS VERDE               2,505           2,506         27         20                           E-4693 
X0VE    EQUIS VERDE               2,430           2,431         23         20                           E-4694 
X0VE    EQUIS VERDE               2,503           2,504         27         20                           E-4695 


------------------------------------------------------------------------------------------------------------------------
T.SUB-LOTES              TOT.PAQUETES =42      TOT.UNID. = 840   T/P NETO (kg) = 99,940      T/P BRUTO (kg) = 99,982
------------------------------------------------------------------------------------------------------------------------
